age,monthly_income,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,product_availability_online,gender_encoded,city_tier_encoded,shopping_preference_encoded
32,129930,16,12,45631,97484,1,1,1,2
38,229876,40,8,88605,58961,7,0,0,2
52,193775,42,13,60815,127187,8,1,0,2
19,39399,48,19,16882,11985,10,1,0,1
44,221232,22,17,91941,141679,8,0,2,2
19,238734,20,1,104608,125291,4,0,0,2
52,234739,28,8,50140,133053,10,2,1,2
35,138182,4,9,52079,30778,8,1,2,2
31,63591,31,19,139035,7918,4,0,0,1
37,166786,20,10,100925,17813,10,2,2,1
35,50877,8,9,143656,130370,1,2,0,2
27,99106,6,18,9428,56486,2,2,0,2
42,93018,17,0,129961,14207,1,1,2,1
19,114854,14,13,29655,144227,6,0,0,2
42,205208,24,8,66244,1137,1,1,1,1
78,179486,47,4,104350,125433,9,2,2,2
71,135832,15,11,115630,73229,6,1,1,2
50,101576,19,19,92717,101304,3,2,1,2
53,225015,44,17,56417,86564,1,0,2,2
48,191540,36,16,98171,102607,8,0,0,2
31,244913,33,19,135993,146210,4,2,0,2
18,225774,4,7,34991,26497,7,1,0,2
63,218180,32,0,110683,129283,6,0,0,2
33,244610,0,3,73843,31021,7,0,1,2
71,107508,47,11,78291,120418,10,0,1,2
63,61835,48,15,94489,136895,5,2,1,2
78,209405,6,4,57081,118500,1,1,2,2
69,57464,41,17,122752,52156,3,0,1,2
20,127454,3,17,109012,3702,4,1,0,1
52,168995,3,18,9619,84427,7,0,1,2
58,131062,44,12,53316,13604,4,0,2,0
23,207927,12,0,136516,140060,4,2,1,2
42,82445,34,7,52760,135686,8,0,1,2
30,125454,42,0,119782,59242,4,1,1,2
70,136906,17,19,12404,149493,8,2,1,2
51,113384,42,6,43562,99485,10,2,1,2
25,213691,49,18,59612,112886,5,2,2,2
38,192218,45,2,123867,20554,1,2,2,1
51,75032,10,17,36606,30017,5,0,2,2
21,128521,12,17,49356,35983,1,1,0,2
42,131378,42,5,114629,139165,4,0,0,2
32,32140,30,19,74915,62408,2,2,1,2
21,17670,38,13,132621,34157,4,1,0,2
62,51519,41,6,72562,145455,5,2,2,2
77,59512,5,10,83013,23905,9,0,2,2
29,203883,37,4,114901,22310,4,1,1,2
49,118565,49,12,78920,145089,2,0,2,2
49,160763,10,12,94899,9862,3,0,2,0
45,120156,20,0,48924,35146,1,1,2,2
30,180334,25,1,4380,62074,9,1,0,2
48,200964,14,17,122447,8559,3,1,2,2
31,40595,23,3,96415,106292,7,1,1,2
37,203279,17,13,69444,23210,10,2,2,2
35,179512,7,4,17980,138759,6,1,1,2
46,23630,40,15,15390,81271,6,1,0,2
77,177322,34,19,86154,82968,1,1,1,2
23,240406,27,2,35788,31091,4,0,1,2
49,244820,28,19,112542,56133,1,2,0,2
46,122461,46,13,120397,129220,6,0,0,2
60,223590,45,4,2536,135945,5,1,0,2
79,89191,1,11,53001,53535,4,0,0,2
19,210863,17,12,74804,38751,9,0,1,2
77,230190,0,15,78118,63536,8,2,2,2
40,115591,1,15,138530,99674,4,2,2,2
36,78753,44,18,107617,16498,10,1,0,0
48,75520,44,3,11396,14557,10,1,1,1
68,19008,13,12,123354,149537,6,1,0,2
22,190536,27,17,79822,781,10,1,1,1
36,122408,43,12,90415,125302,1,0,1,2
51,15496,20,11,90336,100522,2,0,0,2
27,114767,19,18,85300,86050,10,2,2,2
42,38212,33,16,89195,35842,9,1,2,2
19,35637,33,9,42370,148858,8,1,0,2
79,60227,45,6,123833,79792,8,0,2,2
28,228485,38,13,115603,93857,10,2,0,2
67,134753,3,6,77080,42498,6,0,1,2
78,135118,42,0,107075,114048,4,2,2,2
48,229418,27,13,136569,42663,9,2,2,2
73,24884,38,2,76907,54943,4,0,1,2
32,131481,0,8,126956,73034,5,0,0,2
26,83259,44,10,34302,44295,7,2,0,2
40,64810,7,14,100542,26694,4,2,0,2
36,144926,15,4,36798,119073,2,1,2,2
26,19761,47,18,65716,97059,7,0,0,2
52,219238,44,3,100925,142066,1,1,0,2
38,31375,30,19,88953,86813,10,2,0,2
26,171290,6,12,50962,29212,7,1,1,2
45,176637,4,5,102432,4698,8,1,1,1
79,117654,1,6,1534,54801,6,2,1,2
63,47975,40,15,140157,100028,2,2,2,2
68,173145,47,7,45558,87948,1,1,1,2
24,215798,3,8,839,15359,5,2,2,2
33,147955,9,8,145741,18465,10,1,1,2
33,214494,34,18,66801,13088,8,2,2,2
77,195701,0,18,62214,68369,8,0,2,2
50,210242,38,10,88239,93068,10,1,2,2
21,89489,2,15,59561,4075,4,2,2,0
21,23381,42,8,138475,105284,3,1,2,2
56,169310,44,14,84573,82466,9,1,0,2
57,159867,25,10,149737,44103,7,0,0,2
34,242036,16,7,81166,136298,10,1,0,2
54,77999,41,2,68937,112527,5,1,1,2
56,64907,7,13,46724,95172,4,2,2,2
77,155710,29,5,122251,31566,9,0,2,2
69,85467,7,4,45845,42280,8,2,0,2
46,57623,28,10,80527,34730,8,1,1,2
69,184564,17,9,24450,4480,4,2,0,1
53,172483,23,19,86860,140778,4,1,0,2
77,125724,8,10,24890,110087,1,0,0,2
55,166606,19,5,35292,53836,8,1,1,2
56,248436,43,7,129328,123464,2,1,1,2
67,175253,12,13,38051,22523,1,0,2,2
54,118069,36,12,130416,91223,9,2,2,2
69,34996,18,2,114455,42475,9,0,1,2
79,218161,4,5,126107,137055,3,2,2,2
78,120682,35,16,121327,90223,3,1,2,2
52,98609,23,0,112361,88257,3,0,0,2
24,218738,33,10,44701,112400,6,2,1,2
44,175477,46,0,139104,81481,8,0,0,2
45,116490,7,13,58832,40843,3,2,2,2
39,86325,45,8,87753,47403,3,0,2,2
31,43930,3,9,43685,92511,2,1,1,2
24,129426,43,11,16150,13338,4,2,2,0
54,32529,37,3,56461,69456,3,2,0,2
78,68546,7,17,18044,15133,9,0,2,0
39,22942,8,10,65851,83279,3,1,0,2
22,22548,40,15,38619,6165,3,0,2,2
79,130248,47,17,124212,99859,9,0,2,2
72,164368,40,6,99279,127629,5,1,2,2
19,197088,30,19,42050,29763,9,2,0,2
79,112780,30,3,96117,135123,2,0,2,2
44,15296,39,1,126122,115092,10,1,1,2
38,82945,6,8,81025,21406,1,0,1,2
71,74980,24,11,121315,25895,5,1,0,2
55,71782,12,18,18972,109359,8,0,0,2
32,180301,4,8,62965,104513,5,1,1,2
38,111382,17,9,38265,57691,10,1,1,2
27,68444,6,8,12494,28131,9,2,0,2
40,50036,37,4,101625,113070,1,0,2,2
75,54322,41,0,75995,134175,8,1,2,2
73,173239,14,15,116705,94178,10,1,0,2
56,66667,48,8,90821,79469,10,0,2,2
22,109527,44,4,72492,120378,8,1,0,2
18,98337,32,3,107791,14925,7,2,2,0
30,66468,30,4,111305,91271,3,0,0,2
38,87894,8,3,83941,1745,8,0,2,1
43,199156,18,13,136899,89747,6,0,1,2
67,78138,5,7,136444,68922,3,1,2,2
62,37588,35,12,61206,113352,10,1,1,2
38,77901,31,10,64498,36132,3,1,2,2
70,163743,27,13,52215,99082,2,0,0,2
35,98038,49,9,125218,77747,3,1,2,2
54,236736,37,6,8000,87991,8,1,1,2
62,177717,9,18,74754,10054,4,1,0,2
49,153709,34,16,33613,82355,3,0,1,2
53,146732,45,3,68707,27683,7,2,0,1
34,122211,23,19,79387,109173,6,2,0,2
52,21922,33,13,132920,126645,7,1,0,2
66,108697,8,11,41575,25782,4,0,2,2
77,190793,26,10,6230,96276,4,1,1,2
28,203328,33,0,11568,31242,3,1,2,1
38,132217,14,8,117227,14303,9,2,0,1
69,84506,26,0,91929,83397,2,1,1,2
72,215015,26,9,137931,61873,4,0,2,2
70,139338,31,10,77855,105006,3,0,0,2
43,42843,44,4,35522,123587,4,2,1,2
79,155118,26,8,24331,106227,7,1,2,2
21,235408,25,2,9683,90467,3,0,1,2
51,210057,43,1,85555,109664,5,1,0,2
69,226155,16,17,74073,34574,4,2,1,2
65,118064,15,13,27551,92599,9,1,0,2
77,242997,34,4,138898,29993,6,2,0,1
35,141417,25,13,3545,29108,10,0,0,2
57,131585,37,4,40535,68641,2,0,0,2
52,45346,29,1,32529,107434,3,0,0,2
58,234356,41,6,51905,125537,4,0,0,2
46,138152,36,17,139496,129660,9,1,2,2
69,126769,13,15,101676,137112,5,2,0,2
46,117391,17,4,138983,73140,4,2,1,2
55,237456,27,19,125044,67398,3,2,1,2
59,199598,39,11,112477,94528,5,2,1,2
38,88143,15,12,127384,93153,9,2,0,2
59,51787,1,7,65790,7219,3,1,1,0
30,48583,19,13,104922,139836,5,2,0,2
66,158635,29,4,148602,51688,4,0,1,2
58,192132,8,3,80648,134540,5,0,0,2
34,136943,0,8,137628,119676,7,2,0,2
73,179762,26,14,59480,6550,6,2,1,1
26,126233,8,13,53288,138785,5,1,0,2
58,240784,19,4,32046,137889,4,1,0,2
18,29925,26,14,35026,143276,10,1,0,2
19,232859,38,3,84527,129629,4,0,1,2
77,98184,34,17,117798,28410,6,1,2,2
65,166180,32,4,34449,65343,3,2,1,2
46,91515,12,16,58040,18236,7,0,1,1
50,214330,13,13,64368,148555,5,2,1,2
27,151427,0,16,47243,57284,8,2,2,2
67,61069,49,18,71052,55665,6,2,2,2
75,240407,6,12,84413,6254,4,2,2,1
77,115854,46,12,105348,75490,8,1,2,2
57,69471,32,12,53967,107691,2,0,2,2
38,47705,38,1,81098,14673,5,0,2,1
45,189981,33,14,56292,139595,10,1,1,2
28,234678,45,0,28998,63427,5,1,1,2
72,143501,27,14,14554,58501,2,2,0,2
51,131361,6,15,10887,12158,10,1,0,2
25,199811,45,10,105984,42840,2,1,0,2
76,222892,23,2,121407,60851,6,0,0,2
39,102273,14,19,62880,7449,8,1,1,1
25,38241,23,13,89218,145559,3,1,2,2
66,173486,26,4,30135,38907,10,1,1,2
32,65818,38,16,52372,14787,2,2,2,2
34,166967,2,1,2839,48756,6,1,0,2
77,107307,9,6,146655,61645,5,2,2,2
40,208481,11,9,74120,118710,6,2,2,2
41,201396,40,9,88182,109687,8,1,0,2
62,81920,28,19,102799,11578,6,0,1,2
36,199627,7,7,56473,6627,4,0,0,2
22,133642,9,0,78499,89400,6,1,1,2
49,80453,16,15,114047,66791,7,1,2,2
61,37689,8,8,118994,24861,9,2,0,2
18,210428,41,15,80224,16484,7,2,0,2
40,239083,14,19,128028,27504,8,2,1,2
54,154324,3,14,117547,51472,8,1,0,2
25,45844,20,8,124810,135914,1,2,0,2
30,110687,6,11,101687,58546,2,0,1,2
25,38365,47,1,3242,54540,5,0,0,2
74,152098,7,9,23854,12740,9,0,0,2
40,113303,45,15,97033,1936,2,0,0,1
60,43523,19,4,35519,91714,9,2,2,2
18,156554,6,12,128856,88429,4,2,2,2
62,127105,45,6,82544,145757,2,0,0,2
68,63888,5,8,142958,8548,10,0,1,1
41,128884,8,16,58961,90554,7,1,0,2
52,121968,13,16,140530,136259,5,0,1,2
41,65110,47,16,12440,90488,3,0,0,2
34,236716,35,4,50249,122180,6,0,2,2
22,146565,28,5,63602,86245,1,2,0,2
37,202266,2,5,64502,135744,3,0,1,2
38,97001,44,8,13639,40271,5,1,2,2
57,54767,30,9,96271,32392,5,2,0,2
75,44550,23,16,74017,24634,6,2,0,2
48,159905,23,2,60437,136123,8,0,0,2
63,149042,47,19,27489,95370,2,1,0,2
53,113315,35,8,114206,69908,4,1,2,2
28,110494,34,0,105471,47284,6,2,0,2
69,142424,24,18,138005,1032,5,1,1,1
32,128855,38,13,109409,46026,10,1,0,2
36,97681,20,7,62152,77384,9,2,1,2
24,116489,14,17,131288,97132,9,1,0,2
68,195249,33,5,113395,102891,8,2,0,2
45,213414,8,1,11413,93449,10,2,2,2
68,145546,2,6,139553,114018,3,0,1,2
60,217272,9,5,108738,13788,1,0,2,2
75,207573,49,10,115985,39713,7,0,2,2
22,43900,14,9,121585,117333,2,0,2,2
22,29126,15,10,113860,116091,8,1,2,2
47,126198,12,7,95175,130123,9,2,1,2
71,216762,43,12,90613,6431,8,1,2,1
49,233816,43,5,130090,147836,1,2,2,2
25,94303,0,9,17251,128621,2,1,0,2
27,231651,46,17,117813,80894,10,1,1,2
55,194066,32,14,105064,121636,3,2,0,2
64,82061,7,4,131027,116775,7,1,2,2
49,245136,15,10,104864,7180,5,0,0,2
65,31978,47,3,8238,69696,10,1,2,2
45,71344,34,12,134068,85535,9,0,0,2
34,61648,13,14,46667,122761,6,0,0,2
48,16055,40,1,92893,43648,9,1,1,2
25,90582,26,6,42152,25449,10,1,1,1
57,247459,43,5,84177,84486,1,1,0,2
42,96214,47,18,22725,143277,10,1,1,2
26,190948,0,14,59217,25776,1,2,1,2
19,238232,38,13,97155,126605,6,2,2,2
32,122954,49,15,37526,33564,10,1,2,2
67,53725,42,19,50415,82116,1,2,2,2
20,151327,29,9,58834,74490,2,2,1,2
66,221019,34,5,25451,20396,10,2,1,1
53,68380,9,14,106334,5293,4,2,2,1
79,68333,30,3,15915,68915,2,0,2,2
21,57459,11,1,129438,105079,10,1,2,2
31,131518,39,18,148119,69895,4,2,0,2
58,51163,34,6,69863,60889,1,0,1,2
58,180043,33,10,40815,29455,4,0,0,2
42,242843,38,14,51259,101928,9,2,1,2
75,211221,31,15,97377,110591,1,1,0,2
72,99730,11,4,130176,46151,8,0,1,2
79,34476,44,8,97523,122552,4,1,0,2
67,83580,27,0,106034,85853,9,2,0,2
27,120576,18,12,33584,53933,10,0,0,2
38,101593,23,2,9348,141414,5,0,1,2
53,215122,19,4,77470,122780,9,1,1,2
29,221598,21,13,125878,145801,6,1,2,2
44,124071,10,4,24117,136128,9,1,2,2
57,129832,27,19,124992,80146,3,2,1,2
19,153579,44,13,121581,69955,6,1,2,2
71,216465,39,0,92875,67089,5,0,0,2
30,158190,19,10,54346,120006,5,1,2,2
70,196601,4,4,80360,62377,10,1,2,2
49,83682,39,2,12948,128838,4,0,0,2
48,238009,6,9,25637,110190,2,1,1,2
33,200248,21,8,82564,13565,10,2,0,1
49,106713,36,14,89753,51796,2,0,2,2
49,119060,40,5,137456,9420,3,0,2,1
77,150486,28,5,48010,65915,7,1,0,2
51,98030,11,7,85030,47787,5,1,2,2
28,135360,28,1,132669,105162,8,2,2,2
27,100973,35,3,110709,102911,4,0,2,2
32,208209,34,1,143067,100115,7,0,1,2
34,150009,42,8,100343,17050,2,0,2,2
57,51731,21,4,49235,106744,4,0,2,2
35,232934,17,18,97664,60519,3,1,0,2
72,184737,21,18,29848,60768,9,2,1,2
26,220582,18,8,110042,116716,3,1,2,2
42,163572,33,4,93889,32302,9,1,1,2
57,129360,8,15,4895,15595,8,1,0,2
76,16750,9,6,136697,102003,9,0,1,2
31,80018,18,1,61850,125493,7,2,0,2
77,150099,37,13,24940,41748,9,2,0,2
75,151817,8,0,128981,119405,3,2,0,2
42,207803,27,7,139122,86470,8,0,1,2
67,101984,29,16,74400,29276,8,1,2,2
39,122983,24,18,28209,82783,2,0,1,2
69,43451,17,5,133394,53435,6,1,0,2
47,108743,25,13,139782,83929,6,2,0,2
37,86474,18,7,63170,132645,5,2,1,2
38,207608,26,10,117999,58423,8,1,2,2
61,27150,35,13,17912,27194,2,0,2,2
49,28406,3,9,16234,35020,4,1,2,2
68,165853,48,16,95080,61869,6,1,2,2
63,203489,25,11,81605,89210,4,0,0,2
66,131047,44,3,102609,15457,2,1,0,1
73,138971,2,18,142806,44219,10,2,0,2
38,118157,35,16,84937,33714,9,0,1,2
52,33325,6,4,46895,19693,6,2,1,1
75,214756,9,13,43027,39586,9,1,2,2
49,109415,44,6,79328,52684,6,1,1,2
47,219541,3,2,100976,122958,1,1,2,2
72,155508,6,4,120186,78593,7,1,2,2
56,32669,21,4,132990,101010,9,1,2,2
66,142385,29,7,71656,97209,6,1,2,2
29,87010,21,2,36677,100109,5,2,0,2
58,222836,28,0,81615,36007,3,2,1,2
64,245146,10,1,88861,94739,9,2,1,2
35,147915,15,6,119310,35239,10,1,1,2
38,211681,43,14,30583,142193,6,1,2,2
30,65812,5,13,12903,91312,3,1,2,2
79,31059,36,12,18068,83772,3,1,2,2
38,101269,12,11,66600,146052,3,1,1,2
79,186840,32,17,64136,120857,8,2,0,2
25,40395,46,1,9496,51496,7,1,2,2
63,35202,7,6,86351,145665,10,1,0,2
57,159345,10,9,14366,85938,6,1,1,2
63,194961,32,19,104904,11211,6,2,0,1
24,244707,32,9,104417,103851,1,1,2,2
40,219120,43,5,85453,44668,8,1,2,2
61,239839,47,3,135641,37581,5,0,1,0
49,234882,39,7,60730,117107,7,1,2,2
28,118235,26,12,16556,69130,6,1,0,2
39,60510,45,4,72029,52181,2,0,1,2
39,102945,38,7,132974,134400,8,2,2,2
60,85649,17,7,11279,82651,1,1,2,2
42,121723,44,8,13229,35201,5,0,2,2
39,17881,31,13,102688,73776,6,1,1,2
45,60913,44,10,123799,122585,6,0,1,2
46,126860,40,9,146873,135758,10,0,2,2
30,99785,23,6,54194,69705,8,2,2,2
35,211109,21,12,25963,103580,5,2,0,2
19,77457,49,8,45190,147848,2,2,1,2
46,181415,2,7,75509,100843,9,0,0,2
38,208461,2,16,129790,96109,5,0,2,2
32,224322,13,13,129563,44958,10,1,2,2
69,154728,31,17,27784,74223,3,2,0,2
44,20741,8,8,1114,103049,3,2,1,2
67,162733,15,14,141289,34127,1,1,1,2
48,112091,24,15,37235,5281,3,1,2,1
32,43690,4,19,19687,124497,10,0,1,2
68,47833,12,8,62949,144813,6,2,1,2
40,117566,30,9,71547,13980,3,1,0,2
41,86240,20,13,20473,130390,2,2,2,2
61,121898,39,11,14666,135666,8,1,0,2
30,92711,8,7,95130,37414,5,2,1,2
39,203213,20,16,35111,127099,9,0,0,2
60,224304,8,16,19501,13677,1,1,2,2
54,54023,9,18,120690,5285,4,0,0,2
78,55209,40,17,139831,56922,4,1,0,2
50,108590,43,12,149808,67400,10,1,1,2
73,101612,11,16,84661,30664,7,2,0,2
20,95522,10,3,114369,130207,5,2,0,2
71,126654,19,17,28721,138591,2,1,0,2
36,160512,49,9,26663,28414,3,1,1,2
40,134107,38,9,136230,145659,8,0,2,2
46,154032,32,4,133060,130900,2,0,2,2
47,37462,6,0,117344,144920,6,1,2,2
56,32821,0,13,77517,65460,3,0,2,2
61,203844,13,9,40799,14977,6,2,1,1
64,173330,44,4,63260,42523,6,0,0,2
42,107889,20,8,97801,3851,6,2,2,1
54,103952,44,16,36440,109315,5,0,1,2
64,208596,48,18,27330,100909,10,1,2,2
25,168187,7,4,34405,21205,4,2,1,0
59,133066,16,0,87886,43668,1,0,2,2
75,192505,44,6,19869,15851,9,1,2,2
33,236576,48,0,83363,112318,4,1,1,2
25,234339,14,9,112524,54479,1,0,2,2
18,234393,1,2,74487,149759,4,2,2,2
61,94364,12,16,38524,28627,9,0,0,2
22,85077,28,9,107144,57077,6,0,0,2
20,55644,27,8,62680,38592,2,1,2,2
18,77643,7,8,141143,119808,9,2,0,2
21,28311,34,10,114598,46936,6,2,0,2
57,144466,23,12,6977,15239,2,1,0,2
52,45531,6,8,65340,118446,6,0,1,2
49,29588,27,11,12910,61048,10,2,0,2
59,64416,21,6,113770,59612,4,0,0,2
51,158452,25,2,55870,22358,4,1,1,2
60,188717,16,11,106184,145872,1,2,2,2
42,163890,37,12,137843,113461,6,0,0,2
27,176929,5,9,74522,30838,6,2,0,2
38,36711,10,5,49456,4361,10,2,2,0
63,151169,37,19,76798,55669,3,0,2,2
56,131348,1,4,114373,137642,2,2,0,2
44,174465,31,12,69990,7039,9,2,1,1
44,37076,25,19,27653,55776,1,0,0,2
19,99274,30,19,557,8788,5,0,0,2
58,72609,31,8,52172,3545,3,1,0,1
65,175389,34,8,116879,98242,3,2,2,2
30,73480,1,6,32482,146470,6,1,1,2
26,22044,2,6,135086,91852,2,1,0,2
69,217105,32,0,53774,121579,2,1,2,2
53,70486,6,17,65722,134197,10,2,1,2
39,70162,20,11,40541,125511,1,0,2,2
59,225359,47,13,137790,116652,4,1,1,2
43,44882,24,14,135609,43917,2,2,1,2
75,69078,15,2,25263,109915,3,2,0,2
71,73734,22,2,3739,87997,2,0,2,2
29,123730,16,18,73279,54247,2,0,2,2
34,189898,32,8,89342,82922,1,0,1,2
31,102985,17,17,135893,9809,4,0,1,2
31,59028,38,0,15445,49370,1,2,1,2
74,197403,22,16,64242,80377,9,1,2,2
51,113938,8,11,45741,147413,1,2,1,2
70,133319,2,17,125846,112427,5,2,2,2
74,47543,47,1,59290,30693,5,2,2,1
37,139279,34,6,126095,50210,3,2,2,2
28,44362,23,3,142943,21827,3,2,1,2
33,173387,5,3,39942,78342,9,2,1,2
68,173818,18,10,17602,51702,7,1,2,2
48,156129,13,3,32280,103040,2,2,0,2
72,57915,2,14,127575,120435,2,0,0,2
23,167133,5,1,130509,148764,9,0,0,2
73,66370,16,1,18659,147941,7,0,0,2
36,180229,35,8,30771,102930,9,2,1,2
54,126375,21,12,149212,83056,10,1,1,2
75,157394,3,14,46690,129094,7,0,1,2
21,84812,9,18,15563,137734,4,1,0,2
64,223914,31,6,73078,52866,3,2,2,2
78,49017,46,16,89836,37819,5,0,0,2
21,71792,48,15,2748,127457,6,0,1,2
37,173814,48,3,146347,45355,6,0,1,0
27,243208,42,3,102897,1123,9,0,1,1
41,210880,3,7,54033,110117,9,1,2,2
71,144198,12,19,112068,30704,3,1,1,2
52,32629,18,10,70972,15364,9,0,0,1
43,143614,45,8,51319,72725,9,0,1,2
54,154317,42,13,37502,128797,10,0,0,2
55,111950,37,9,29648,81377,8,2,1,2
38,189942,47,15,10194,784,2,0,0,1
71,241706,25,13,17672,33639,3,0,2,2
57,79829,29,19,67447,149497,2,0,0,2
56,25588,42,9,88678,24199,3,1,2,2
38,146514,30,18,24631,66756,4,1,1,2
27,120280,37,7,88791,100696,7,2,0,2
55,249051,11,5,74794,93774,5,1,0,2
63,223411,18,19,72652,103873,4,1,0,2
21,55721,22,0,104482,105513,6,0,0,2
77,183217,49,15,96079,22590,5,0,0,2
74,25599,45,0,110871,87980,4,0,2,2
62,87594,40,2,143849,83264,9,1,2,2
37,228814,9,7,137633,99218,10,2,1,2
34,223502,14,7,131390,92434,1,1,0,2
72,149011,49,1,95240,67219,10,2,2,2
24,37149,16,11,78847,135067,4,0,1,2
21,142616,12,15,123301,28896,2,0,0,2
46,212639,23,10,101548,104698,4,1,0,2
31,156280,15,16,116854,12076,3,2,1,1
20,212170,38,13,56967,35233,3,0,0,2
41,124034,37,4,12569,24869,2,0,0,0
54,195564,29,0,76394,8292,7,2,1,1
33,35951,44,7,109654,111983,9,1,0,2
75,194992,43,8,148875,68004,5,2,2,2
72,61766,14,1,109580,48345,5,0,2,2
69,72014,3,12,39605,15262,5,0,1,2
21,174423,43,10,95614,59769,7,2,1,2
73,230288,9,15,20927,116497,6,0,2,2
79,195458,39,3,10954,123871,9,1,2,2
41,102122,45,6,39216,90550,10,2,0,2
51,24308,45,16,114272,113577,4,1,2,2
47,74252,31,6,20547,110269,2,0,1,2
35,221217,20,1,6229,58124,3,1,0,2
36,241103,28,17,127991,102255,5,1,0,2
48,98211,29,8,6174,75890,2,1,2,2
77,174136,6,8,23389,101404,5,0,0,2
77,199951,41,10,90938,40226,3,2,2,2
36,141534,28,3,71774,27875,6,2,1,0
66,23720,9,3,39253,110137,2,2,0,2
63,141204,49,4,101467,65975,1,2,0,2
36,189012,21,16,33059,22070,8,1,1,2
39,94993,16,4,82904,63103,2,1,0,2
41,214547,17,3,64939,129268,10,2,0,2
62,62113,45,2,131564,23745,1,0,0,1
29,63926,4,0,41846,88399,10,2,2,2
47,184275,38,19,42422,129115,5,2,0,2
75,234973,16,2,63152,23669,10,2,2,1
55,151464,33,7,52111,124655,7,0,1,2
70,40905,3,5,142402,143993,8,1,1,2
48,219580,40,1,11618,14615,5,1,0,1
53,65385,7,0,121187,1141,4,0,1,1
36,45653,25,19,140803,125938,1,0,0,2
65,106865,24,3,14853,69558,4,0,0,2
62,230792,35,8,131281,81610,4,2,0,2
53,140813,42,11,10784,18279,4,0,2,1
47,160871,38,18,32279,89893,7,2,2,2
72,206175,10,13,133526,130298,9,0,2,2
66,30052,2,17,56242,149303,5,0,2,2
72,152116,43,16,88780,145649,9,2,0,2
50,165943,39,17,104612,121666,3,1,0,2
35,235375,27,16,121337,5770,3,1,0,1
69,166306,38,8,51468,71643,1,1,1,2
66,36381,24,11,103825,46811,7,1,2,2
76,163346,21,18,93710,110373,7,2,1,2
45,233912,12,14,20011,80069,6,1,2,2
76,98108,3,17,146245,79345,9,2,1,2
64,64892,27,16,5886,55372,10,0,2,2
28,196593,18,13,29961,54819,4,0,0,2
74,106501,2,9,45200,54018,9,2,1,2
77,229992,26,19,63562,98169,2,2,2,2
71,98391,10,1,7339,34350,6,2,0,2
62,32920,5,15,15265,109276,2,2,2,2
50,31702,47,5,55499,23999,3,2,2,1
34,249529,30,4,133900,33677,8,1,0,2
23,16894,28,0,6115,126362,1,2,2,2
21,45985,7,6,88057,25403,9,2,1,2
37,174359,10,6,48928,1678,7,2,2,1
65,140702,8,12,84746,40654,9,0,1,2
64,88527,30,4,56340,135270,3,1,1,2
44,161511,0,19,48702,23966,10,1,0,2
32,143676,6,17,42669,85916,10,2,1,2
23,240692,9,7,16246,53424,5,2,2,2
64,57235,8,14,102434,56083,4,2,0,2
31,173731,12,15,92657,104145,9,1,0,2
77,39976,26,8,132687,115438,3,0,2,2
28,97643,17,15,75683,54629,10,1,1,2
56,213937,15,5,5475,6264,9,2,0,1
26,122631,3,10,58530,112213,2,0,0,2
43,214378,29,12,19207,144091,4,1,1,2
33,71697,37,1,130475,44383,8,0,0,2
22,85382,19,16,3909,32275,8,1,0,2
74,31651,40,1,59211,5032,2,1,1,1
69,195116,11,12,15121,26030,2,2,2,2
78,29633,27,18,133251,54646,1,0,0,2
27,94164,43,0,106927,44684,6,1,0,2
67,15569,0,4,15742,49156,2,1,1,2
20,205972,8,15,76378,144034,10,2,2,2
30,82509,41,5,15334,48497,1,0,2,2
60,138425,48,13,80706,143254,4,2,2,2
66,116126,32,7,11028,127353,10,1,1,2
47,142522,0,17,126990,116113,1,2,2,2
79,48038,41,4,144777,105981,8,0,0,2
71,195160,8,10,149009,21686,5,0,0,2
62,219249,21,12,4679,40645,3,2,1,2
23,220538,8,8,135206,31811,7,0,1,2
34,218288,4,14,105316,88029,10,2,0,2
76,212865,1,12,136217,121069,9,0,0,2
62,219858,13,2,62554,79501,9,1,2,2
68,53138,11,2,132513,127430,5,1,1,2
70,209382,28,14,38731,42820,5,1,0,2
36,174829,15,17,128307,133916,5,2,0,2
59,216466,47,19,39476,48492,5,2,1,2
52,225099,8,8,47042,15532,7,2,2,0
63,236902,31,15,93432,32544,9,2,1,0
43,202223,23,19,114953,133647,6,1,1,2
68,125740,19,16,36966,35719,2,1,2,2
22,126174,19,12,40340,97105,6,0,1,2
46,64272,41,11,17730,79232,9,1,2,2
54,152980,42,0,54322,28750,5,0,1,1
37,156916,4,5,85725,26154,10,0,2,2
66,66455,19,5,18082,6215,9,1,0,1
38,249237,15,15,3590,35838,10,0,2,2
27,83447,18,13,33642,22884,2,0,0,2
22,220599,11,6,41500,36236,5,2,0,2
53,92108,16,2,88014,84503,10,1,1,2
23,189138,33,2,103758,103719,7,0,0,2
43,241301,26,14,61208,9366,10,2,2,1
21,186076,40,6,94654,57868,7,1,1,2
79,53333,25,3,84769,33909,10,1,1,0
56,136219,49,5,74036,149413,1,0,2,2
56,98029,33,12,103151,9230,2,1,1,1
67,54697,20,6,80742,5541,6,2,0,1
52,32634,41,12,61355,101399,7,0,2,2
18,140520,40,17,91107,58637,2,0,2,2
41,39561,2,10,35797,75668,7,2,1,2
74,164105,40,6,64473,83319,7,1,1,2
53,218959,35,11,35066,133301,7,0,2,2
23,70063,28,6,57651,61073,4,0,1,2
